Pos,P+,Artist and Title,Days,Pk,(x?),Streams,Streams+,7Day,7Day+,Total,Artist,Title,Country
14,NEW,Luciano - Another Vibe (w/ Omah Lay),1,14,,"2,455",,"2,455","+2,455","2,455",Luciano,Another Vibe (w/ Omah Lay),Luxembourg
15,-5,Jack Harlow - Lovin On Me,91,5,,"2,386",-65,"16,136",-214,"181,446",Jack Harlow,Lovin On Me,Luxembourg
16,+1,Miley Cyrus - Flowers,389,1,(x103),"2,328",+191,"12,679",+868,"1,185,436",Miley Cyrus,Flowers,Luxembourg
17,+2,Favé - FLASHBACK (w/ Gazo),143,6,,"2,286",+249,"14,236",-209,"290,488",Favé,FLASHBACK (w/ Gazo),Luxembourg
18,=,Tyla - Water,147,6,,"2,252",+133,"14,221",-2,"296,302",Tyla,Water,Luxembourg
19,-4,Taylor Swift - Cruel Summer,216,12,,"2,230",+62,"14,423",+84,"323,877",Taylor Swift,Cruel Summer,Luxembourg
20,-4,Natasha Bedingfield - Unwritten,16,11,,"2,189",+36,"15,151",+2,"30,281",Natasha Bedingfield,Unwritten,Luxembourg
21,-1,21 Savage - redrum,29,6,,"2,054",+145,"12,826",-38,"59,490",21 Savage,redrum,Luxembourg
22,NEW,Booba - Dolce Camara (w/ SDM),1,22,,"2,033",,"2,033","+2,033","2,033",Booba,Dolce Camara (w/ SDM),Luxembourg
23,-1,"cassö - Prada (w/ RAYE, D-Block Europe)",173,7,,"1,914",+87,"12,232",+40,"318,324",cassö,"Prada (w/ RAYE, D-Block Europe)",Luxembourg
24,+21,Luciano - Blue Porsche (w/ Niska),15,2,(x1),"1,896",+630,"10,066",-311,"31,817",Luciano,Blue Porsche (w/ Niska),Luxembourg
25,NEW,Luciano - DTMS,1,25,,"1,896",,"1,896","+1,896","1,896",Luciano,DTMS,Luxembourg
26,-1,David Guetta - When We Were Young (The Logical Song) (w/ Kim Petras),36,25,,"1,885",+188,"11,230",+228,"50,645",David Guetta,When We Were Young (The Logical Song) (w/ Kim Petras),Luxembourg
27,-6,"Ariana Grande - yes, and?",29,5,,"1,839",-9,"12,598",-178,"63,992",Ariana Grande,"yes, and?",Luxembourg
28,+1,Doja Cat - Paint The Town Red,181,1,(x26),"1,838",+234,"11,286",-1,"444,754",Doja Cat,Paint The Town Red,Luxembourg
29,+5,Mahmood - TUTA GOLD,3,29,,"1,790",+299,"4,573","+1,790","4,573",Mahmood,TUTA GOLD,Luxembourg
30,-6,"The Weeknd - Popular (w/ Playboi Carti, Madonna)",187,17,,"1,762",+46,"11,931",-190,"250,654",The Weeknd,"Popular (w/ Playboi Carti, Madonna)",Luxembourg
1,=,"The Weeknd - One Of The Girls (w/ JENNIE, Lily-Rose Depp)",232,1,(x8),"108,021","-3,161","722,670","+7,227","11,283,770",The Weeknd,"One Of The Girls (w/ JENNIE, Lily-Rose Depp)",Malaysia
2,=,Nadhif Basalamah - penjaga hati,120,1,(x93),"104,041","-1,372","689,290","+4,312","10,754,930",Nadhif Basalamah,penjaga hati,Malaysia
3,=,Mitski - My Love Mine All Mine,143,2,(x73),"93,861","-5,849","641,695","+2,224","11,138,965",Mitski,My Love Mine All Mine,Malaysia
4,=,Henry Moodie - drunk text,258,4,,"93,780",-392,"614,831","+5,928","5,404,809",Henry Moodie,drunk text,Malaysia
5,=,Tate McRae - greedy,148,1,(x3),"72,945","-3,765","508,321",-680,"10,525,816",Tate McRae,greedy,Malaysia
6,=,Taylor Swift - Cruel Summer,432,5,,"63,264","-4,849","434,589","+4,026","15,318,097",Taylor Swift,Cruel Summer,Malaysia
7,=,Projector Band - Sinar Pelangi,87,7,,"62,628","+1,716","399,703","+8,233","2,876,954",Projector Band,Sinar Pelangi,Malaysia
8,=,Jung Kook - Seven (w/ Latto),211,1,(x104),"57,959",-287,"398,668",-322,"19,819,511",Jung Kook,Seven (w/ Latto),Malaysia
9,+1,"lucidrari - GADISKU (w/ FITTO, Gard)",34,5,,"57,361","+2,536","373,427","+1,761","1,779,634",lucidrari,"GADISKU (w/ FITTO, Gard)",Malaysia
10,-1,Anggi Marito - Tak Segampang Itu,332,1,(x50),"54,578",-509,"376,433",+635,"23,288,542",Anggi Marito,Tak Segampang Itu,Malaysia
11,=,Arctic Monkeys - I Wanna Be Yours,579,9,,"52,620",-227,"359,519",+47,"19,216,341",Arctic Monkeys,I Wanna Be Yours,Malaysia
12,=,SZA - Kill Bill,428,1,(x81),"52,209","+1,208","316,340","+10,992","31,080,840",SZA,Kill Bill,Malaysia
13,+26,Astro Artiste - Happy龙龙Way,13,13,,"48,354","+14,813","185,573","+31,895","276,462",Astro Artiste,Happy龙龙Way,Malaysia
14,-1,Ghea Indrawari - Jiwa Yang Bersedih,202,1,(x3),"48,212",+347,"349,920","-4,796","13,697,117",Ghea Indrawari,Jiwa Yang Bersedih,Malaysia
15,-1,James Arthur - Car's Outside,400,6,,"45,680","-1,923","314,501",+731,"17,400,957",James Arthur,Car's Outside,Malaysia
16,+4,Mahalini - Sial,376,1,(x17),"45,525",+465,"311,184","+1,706","25,696,908",Mahalini,Sial,Malaysia
17,=,LE SSERAFIM - Perfect Night,106,9,,"44,724","-1,611","315,554","-2,075","5,047,038",LE SSERAFIM,Perfect Night,Malaysia
18,+5,Fahimi - Angau,16,18,,"44,716","+3,020","255,871","+12,668","484,737",Fahimi,Angau,Malaysia
19,-4,New West - Those Eyes,503,12,,"44,362","-3,170","321,083","-2,193","17,142,545",New West,Those Eyes,Malaysia
20,-1,SZA - Snooze,407,7,,"42,996","-2,217","256,272","+14,572","14,918,072",SZA,Snooze,Malaysia
21,+1,HYBS - Tip Toe,21,21,,"42,846","+1,057","255,699","+10,544","564,021",HYBS,Tip Toe,Malaysia
22,-4,Bruno Mars - Just the Way You Are,2665,17,,"41,965","-3,271","289,763","+4,001","21,551,947",Bruno Mars,Just the Way You Are,Malaysia
23,-2,Justin Bieber - Ghost,862,1,(x49),"41,541","-2,103","286,257","+2,061","31,725,598",Justin Bieber,Ghost,Malaysia
24,=,The Weeknd - Starboy (w/ Daft Punk),1020,2,(x28),"40,060",-807,"275,063","+1,008","18,072,152",The Weeknd,Starboy (w/ Daft Punk),Malaysia
25,+27,"3P - 好運一條龍 (w/ 薛家燕, Jaspers Lai)",7,25,,"39,277","+9,720","158,028","+39,277","158,028",3P,"好運一條龍 (w/ 薛家燕, Jaspers Lai)",Malaysia
26,-1,Dhruv - double take,1007,3,(x7),"38,066","-2,378","265,682","+1,201","32,915,666",Dhruv,double take,Malaysia
27,=,Miley Cyrus - Angels Like You,382,3,(x9),"37,807","-1,650","249,304","+3,698","16,856,192",Miley Cyrus,Angels Like You,Malaysia
28,-12,Bruno Mars - When I Was Your Man,1927,13,,"37,484","-9,950","282,033","+1,967","14,592,641",Bruno Mars,When I Was Your Man,Malaysia
29,-1,Geisha - Karena Kamu,57,16,,"37,000",-422,"246,349","+1,703","1,623,073",Geisha,Karena Kamu,Malaysia
30,-1,James Arthur - Rewrite The Stars (w/ Anne-Marie),648,11,,"36,823",-363,"244,481","+2,382","10,196,151",James Arthur,Rewrite The Stars (w/ Anne-Marie),Malaysia
1,=,Mariah Carey - All I Want for Christmas Is You,22,1,(x9),"4,306",-789,"16,483","-1,590","51,652",Mariah Carey,All I Want for Christmas Is You,Malta
2,=,Wham! - Last Christmas,13,2,(x5),"3,878",-711,"14,688","-1,403","35,724",Wham!,Last Christmas,Malta
3,+1,Andy Williams - It's the Most Wonderful Time of the Year,11,3,(x1),"3,668",-169,"13,195",-595,"27,883",Andy Williams,It's the Most Wonderful Time of the Year,Malta
4,+1,Brenda Lee - Rockin' Around The Christmas Tree,10,2,(x1),"3,568",-232,"13,341",-992,"26,988",Brenda Lee,Rockin' Around The Christmas Tree,Malta
5,+1,Bobby Helms - Jingle Bell Rock,11,3,(x2),"3,393",-251,"12,840","-1,176","27,658",Bobby Helms,Jingle Bell Rock,Malta
6,+1,Michael Bublé - It's Beginning to Look a Lot Like Christmas,13,1,(x2),"3,234",-386,"12,385","-1,287","30,745",Michael Bublé,It's Beginning to Look a Lot Like Christmas,Malta
7,+1,José Feliciano - Feliz Navidad,9,7,,"3,107",-144,"10,083",+768,"17,150",José Feliciano,Feliz Navidad,Malta
8,+1,Frank Sinatra - Let It Snow! Let It Snow! Let It Snow! (w/ B. Swanson Quartet),10,5,,"3,075",-125,"10,548",+159,"21,066",Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (w/ B. Swanson Quartet),Malta
9,-6,Tones And I - Dance Monkey,3,1,(x1),"2,956","-1,127","11,369","+2,956","11,369",Tones And I,Dance Monkey,Malta
10,+1,Michael Bublé - Holly Jolly Christmas,8,10,,"2,935",-170,"9,711",+332,"16,279",Michael Bublé,Holly Jolly Christmas,Malta
11,+1,Band Aid - Do They Know It's Christmas? - 1984 Version,9,7,,"2,730",-229,"10,736",-984,"21,602",Band Aid,Do They Know It's Christmas? - 1984 Version,Malta
12,-2,Ariana Grande - Santa Tell Me,9,6,,"2,647",-522,"10,784","-1,678","22,883",Ariana Grande,Santa Tell Me,Malta
13,=,"John Lennon - Happy Xmas (War Is Over) - Remastered (w/ The Harlem Community Choir, The Plastic Ono Band, Yoko Ono)",8,10,,"2,636",-135,"9,431",-509,"17,480",John Lennon,"Happy Xmas (War Is Over) - Remastered (w/ The Harlem Community Choir, The Plastic Ono Band, Yoko Ono)",Malta
14,+2,"Perry Como - It's Beginning to Look a Lot Like Christmas (w/ The Fontane Sisters, Mitchell Ayres & His Orchestra)",9,14,,"2,535",+22,"8,699",+107,"15,859",Perry Como,"It's Beginning to Look a Lot Like Christmas (w/ The Fontane Sisters, Mitchell Ayres & His Orchestra)",Malta
15,+5,Nat King Cole - The Christmas Song (Merry Christmas To You),7,15,,"2,402",+55,"8,240",+51,"13,101",Nat King Cole,The Christmas Song (Merry Christmas To You),Malta
16,+2,Darlene Love - Christmas (Baby Please Come Home),5,16,,"2,387",-40,"7,323","+1,037","8,673",Darlene Love,Christmas (Baby Please Come Home),Malta
17,-2,Kelly Clarkson - Underneath the Tree,7,15,,"2,299",-397,"8,417",-273,"13,603",Kelly Clarkson,Underneath the Tree,Malta
18,+6,Burl Ives - A Holly Jolly Christmas - Single Version,8,13,,"2,287",+46,"8,093",-173,"14,175",Burl Ives,A Holly Jolly Christmas - Single Version,Malta
19,-2,Paul McCartney - Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,8,9,,"2,285",-142,"9,018","-1,150","17,414",Paul McCartney,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Malta
20,+3,"Bing Crosby - White Christmas (w/ Ken Darby Singers, John Scott Trotter & His Orchestra)",10,12,,"2,269",-13,"8,241",-303,"16,818",Bing Crosby,"White Christmas (w/ Ken Darby Singers, John Scott Trotter & His Orchestra)",Malta
21,-2,Justin Bieber - Mistletoe,8,13,,"2,051",-338,"7,883",-714,"14,879",Justin Bieber,Mistletoe,Malta
22,+5,Michael Bublé - Santa Claus Is Coming to Town,8,15,,"2,010",-92,"7,515",-608,"13,871",Michael Bublé,Santa Claus Is Coming to Town,Malta
23,-2,Shakin' Stevens - Merry Christmas Everyone,5,10,,"1,994",-337,"5,416","+1,994","7,667",Shakin' Stevens,Merry Christmas Everyone,Malta
24,+10,Elvis Presley - Blue Christmas,6,9,,"1,947",+18,"5,683",+323,"9,697",Elvis Presley,Blue Christmas,Malta
25,+5,Dean Martin - Let It Snow! Let It Snow! Let It Snow!,7,11,,"1,885",-173,"6,384","-1,076","13,417",Dean Martin,Let It Snow! Let It Snow! Let It Snow!,Malta
26,+2,The Ronettes - Sleigh Ride,7,14,,"1,837",-237,"6,257",-893,"12,844",The Ronettes,Sleigh Ride,Malta
27,+6,Daryl Hall & John Oates - Jingle Bell Rock - Daryl's Version,6,27,,"1,797",-133,"5,612",-425,"10,173",Daryl Hall & John Oates,Jingle Bell Rock - Daryl's Version,Malta
28,-14,Arizona Zervas - ROXANNE,3,3,(x1),"1,763",-936,"7,144","+1,763","7,144",Arizona Zervas,ROXANNE,Malta
29,+12,The Jackson 5 - Santa Claus Is Coming To Town,4,29,,"1,718",+9,"4,683",+268,"6,133",The Jackson 5,Santa Claus Is Coming To Town,Malta
30,+2,Chris Rea - Driving Home for Christmas - 2019 Remaster,2,30,,"1,684",-260,"3,628","+1,684","3,628",Chris Rea,Driving Home for Christmas - 2019 Remaster,Malta
1,=,Xavi - La Diabla,69,1,(x59),"2,536,728","+126,002","17,850,466","-259,202","168,961,121",Xavi,La Diabla,Mexico
2,=,Xavi - La Víctima,137,2,(x54),"1,748,169","+55,443","12,559,466","-207,957","169,233,731",Xavi,La Víctima,Mexico
3,=,Kali Uchis - Igual Que Un Ángel (w/ Peso Pluma),29,3,(x26),"1,439,215","+2,601","10,402,902","-271,599","49,744,581",Kali Uchis,Igual Que Un Ángel (w/ Peso Pluma),Mexico
4,=,Oscar Ortiz - FIRST LOVE (w/ Edgardo Nuñez),51,4,,"1,402,750","+34,545","9,740,448","-124,300","49,387,641",Oscar Ortiz,FIRST LOVE (w/ Edgardo Nuñez),Mexico
5,=,"Calle 24 - Que Onda (w/ Chino Pacas, Fuerza Regida)",163,1,(x42),"1,265,563",-289,"8,360,996","+15,589","268,368,652",Calle 24,"Que Onda (w/ Chino Pacas, Fuerza Regida)",Mexico
6,+1,"Eugenio Esquivel - Alucin (w/ Grupo Marca Registrada, Sebastian Esquivel)",85,6,,"1,112,253","+46,288","7,584,519","-36,896","75,973,749",Eugenio Esquivel,"Alucin (w/ Grupo Marca Registrada, Sebastian Esquivel)",Mexico
7,-1,Fuerza Regida - HARLEY QUINN (w/ Marshmello),112,1,(x38),"1,110,352","+10,505","7,725,670","-88,838","172,863,940",Fuerza Regida,HARLEY QUINN (w/ Marshmello),Mexico
8,=,Xavi - Poco A Poco (w/ Los Dareyes De La Sierra),136,8,,"1,013,329","+23,747","7,120,036","-40,228","105,069,800",Xavi,Poco A Poco (w/ Los Dareyes De La Sierra),Mexico
9,=,Junior H - Y LLORO,127,3,(x1),"976,854","+1,037","6,645,872","-21,054","134,350,253",Junior H,Y LLORO,Mexico
10,=,Feid - LUNA (w/ ATL Jacob),68,10,,"944,365","-2,921","6,025,362","+52,407","44,428,202",Feid,LUNA (w/ ATL Jacob),Mexico
11,+6,KAROL G - QLONA (w/ Peso Pluma),183,2,(x7),"935,378","+88,710","5,485,763","+133,983","188,223,761",KAROL G,QLONA (w/ Peso Pluma),Mexico
12,-1,Junior H - ROCKSTAR,127,7,,"932,891","+12,489","6,098,744","+27,621","89,796,745",Junior H,ROCKSTAR,Mexico
13,-1,Christian Nodal - La Intención (w/ Peso Pluma),15,8,,"920,037","+13,299","6,588,346","-148,578","13,820,952",Christian Nodal,La Intención (w/ Peso Pluma),Mexico
14,-1,"Peso Pluma - Rompe La Dompe (w/ Junior H, Oscar Maydon)",43,3,(x1),"895,633","-7,813","6,366,459","-96,572","50,450,667",Peso Pluma,"Rompe La Dompe (w/ Junior H, Oscar Maydon)",Mexico
15,+4,"Alex Favela - Elovrga (w/ Grupo Marca Registrada, Joaquin Medina)",172,3,(x38),"884,151","+58,099","5,952,918","-50,207","198,217,869",Alex Favela,"Elovrga (w/ Grupo Marca Registrada, Joaquin Medina)",Mexico
16,-2,Natanael Cano - O Me Voy O Te Vas,121,9,,"877,664","-12,945","6,291,620","-100,348","98,232,423",Natanael Cano,O Me Voy O Te Vas,Mexico
17,-2,Grupo Frontera - EL AMOR DE SU VIDA (w/ Grupo Firme),191,5,,"873,935",+173,"6,324,319","-115,154","195,148,645",Grupo Frontera,EL AMOR DE SU VIDA (w/ Grupo Firme),Mexico
18,-2,Calle 24 - Apaga El Cel (w/ Chino Pacas),44,14,,"869,532","+12,457","6,044,749","-103,644","27,751,845",Calle 24,Apaga El Cel (w/ Chino Pacas),Mexico
19,-1,Peso Pluma - BELLAKEO (w/ Anitta),64,5,,"835,645","+8,584","5,880,528","-108,542","60,520,109",Peso Pluma,BELLAKEO (w/ Anitta),Mexico
20,=,Gabito Ballesteros - A Puro Dolor,71,12,,"787,154","+22,147","5,325,184","+11,870","56,433,886",Gabito Ballesteros,A Puro Dolor,Mexico
21,+4,Julión Álvarez y su Norteño Banda - Regalo De Dios,43,21,,"786,952","+84,878","5,073,150","+15,807","20,959,132",Julión Álvarez y su Norteño Banda,Regalo De Dios,Mexico
22,=,Xavi - Modo DND (w/ Tony Aguirre),106,12,,"762,163","+29,520","5,374,975","-63,228","73,389,429",Xavi,Modo DND (w/ Tony Aguirre),Mexico
23,-2,Maluma - Según Quién (w/ Carin Leon),176,5,,"742,456","-20,403","5,138,907","-44,218","153,617,703",Maluma,Según Quién (w/ Carin Leon),Mexico
24,-1,"Peso Pluma - LADY GAGA (w/ Gabito Ballesteros, Junior H)",232,1,(x87),"733,572","+12,200","5,000,494","-36,364","321,406,254",Peso Pluma,"LADY GAGA (w/ Gabito Ballesteros, Junior H)",Mexico
25,+2,Fuerza Regida - CRAZYZ,82,19,,"708,265","+15,373","4,712,699","-2,795","53,035,039",Fuerza Regida,CRAZYZ,Mexico
26,-2,Bad Bunny - PERRO NEGRO (w/ Feid),120,3,(x1),"705,891","-2,443","4,619,927","-21,433","106,476,152",Bad Bunny,PERRO NEGRO (w/ Feid),Mexico
27,+1,"Oscar Maydon - Elvira (w/ Gabito Ballesteros, Chino Pacas)",50,27,,"698,319","+9,805","4,512,210","+56,543","26,877,275",Oscar Maydon,"Elvira (w/ Gabito Ballesteros, Chino Pacas)",Mexico
28,+3,Javier Rosas Y Su Artillería Pesada - La Suma (w/ Lupe Borbon y su Blindaje 7),21,20,,"687,364","+26,018","4,885,500","-13,390","10,383,731",Javier Rosas Y Su Artillería Pesada,La Suma (w/ Lupe Borbon y su Blindaje 7),Mexico
29,+1,Natanael Cano - Mi Bello Angel,225,1,(x1),"686,574","+23,135","4,664,879","-28,434","171,991,914",Natanael Cano,Mi Bello Angel,Mexico
30,-1,Gabito Ballesteros - LOU LOU (w/ Natanael Cano),113,2,(x4),"678,302","-2,664","4,950,376","-49,163","122,726,625",Gabito Ballesteros,LOU LOU (w/ Natanael Cano),Mexico
1,=,Stormy - POPO,10,1,(x9),"101,637","+19,440","572,318","+29,624","739,358",Stormy,POPO,Morocco
2,+71,Stormy - NIKEY (w/ Dizzy DROS),2,2,(x1),"86,291","+80,191","92,391","+86,291","92,391",Stormy,NIKEY (w/ Dizzy DROS),Morocco
3,+138,Stormy - MARADONA,2,3,(x1),"55,626","+51,640","59,612","+55,626","59,612",Stormy,MARADONA,Morocco
4,+155,Stormy - RALLY DAKAR (w/ Abduh),2,4,,"49,144","+45,277","53,011","+49,144","53,011",Stormy,RALLY DAKAR (w/ Abduh),Morocco
5,+128,Stormy - AMIRA,2,5,,"49,013","+44,955","53,071","+49,013","53,071",Stormy,AMIRA,Morocco
6,+95,Stormy - DON CORLEONE,2,6,,"40,761","+35,938","45,584","+40,761","45,584",Stormy,DON CORLEONE,Morocco
7,-5,ElGrandeToto - BLUE LOVE,57,1,(x45),"40,661",-854,"293,993","-1,545","2,753,834",ElGrandeToto,BLUE LOVE,Morocco
8,NEW,Stormy - ELVIS (w/ Draganov),1,8,,"40,127",,"40,127","+40,127","40,127",Stormy,ELVIS (w/ Draganov),Morocco
9,NEW,Stormy - FRENEMY,1,9,,"36,675",,"36,675","+36,675","36,675",Stormy,FRENEMY,Morocco
10,+99,Stormy - ICEBERG,2,10,,"34,022","+29,480","38,564","+34,022","38,564",Stormy,ICEBERG,Morocco
11,NEW,Stormy - 3ALAMI,1,11,,"33,734",,"33,734","+33,734","33,734",Stormy,3ALAMI,Morocco
12,NEW,Stormy - RBI M3ANA,1,12,,"33,054",,"33,054","+33,054","33,054",Stormy,RBI M3ANA,Morocco
13,NEW,Stormy - MOON,1,13,,"32,586",,"32,586","+32,586","32,586",Stormy,MOON,Morocco
14,NEW,Stormy - KHOYA (w/ Miraa May),1,14,,"30,721",,"30,721","+30,721","30,721",Stormy,KHOYA (w/ Miraa May),Morocco
15,-12,Dada - 3ADI JIDAN,37,2,(x2),"30,351","-2,459","242,810","-4,814","1,129,903",Dada,3ADI JIDAN,Morocco
16,-12,ElGrandeToto - DELLALI (w/ Hamza),94,1,(x33),"29,138","-2,604","225,354","-2,808","5,312,215",ElGrandeToto,DELLALI (w/ Hamza),Morocco
17,NEW,Stormy - SO HIGH,1,17,,"28,943",,"28,943","+28,943","28,943",Stormy,SO HIGH,Morocco
18,NEW,Stormy - AWAH,1,18,,"26,617",,"26,617","+26,617","26,617",Stormy,AWAH,Morocco
19,-14,ElGrandeToto - MAGHRIBI,79,1,(x6),"25,540","-2,511","197,959","-2,562","3,536,111",ElGrandeToto,MAGHRIBI,Morocco
20,-14,Draganov - 3DABI,205,1,(x80),"24,914","-1,130","181,092",+966,"7,136,750",Draganov,3DABI,Morocco
21,NEW,Stormy - DIAMOND,1,21,,"24,762",,"24,762","+24,762","24,762",Stormy,DIAMOND,Morocco
22,-15,Duke - Mimti,41,7,,"22,491","-2,286","171,946","-1,156","780,830",Duke,Mimti,Morocco
23,-15,ElGrandeToto - BGHAWNI,79,2,(x1),"21,813","-2,345","170,146","-3,532","3,089,068",ElGrandeToto,BGHAWNI,Morocco
24,-15,Cheb Hichem TGV - Allo Oui,68,7,,"19,223","-1,033","143,623",+706,"1,165,599",Cheb Hichem TGV,Allo Oui,Morocco
25,-15,"GIMS - SEYA (w/ SativaMusic, Morad)",126,2,(x6),"18,159",-621,"136,626","-1,002","2,629,134",GIMS,"SEYA (w/ SativaMusic, Morad)",Morocco
26,-14,Duke - Hyati,124,5,,"16,805","-1,570","128,570",-481,"2,244,118",Duke,Hyati,Morocco
27,-13,kouz1 - TRAP ROUMI V5,38,13,,"15,587","-1,435","115,059","+1,567","358,403",kouz1,TRAP ROUMI V5,Morocco
28,-13,DYSTINCT - La,58,6,,"14,990","-1,318","122,095","-2,442","1,160,216",DYSTINCT,La,Morocco
29,-18,Snor - Dawk Lya,646,2,(x19),"14,530","-3,908","127,145","-3,110","8,595,629",Snor,Dawk Lya,Morocco
30,-1,Jimin - Like Crazy,105,5,,"14,291","+2,970","43,079","+14,291","537,894",Jimin,Like Crazy,Morocco
1,+1,Jonna Fraser - Tuesday,8,1,(x7),"233,575","+16,832","1,697,782","-87,693","2,019,050",Jonna Fraser,Tuesday,Netherlands
2,-1,Noah Kahan - Stick Season,102,1,(x35),"224,143","+2,851","1,559,956","-24,140","14,162,827",Noah Kahan,Stick Season,Netherlands
3,=,"FLEMMING - Alles Op Gevoel (w/ Zoë Tauran, Ronnie Flex)",37,2,(x14),"182,938","+11,600","1,199,182","-10,306","5,412,830",FLEMMING,"Alles Op Gevoel (w/ Zoë Tauran, Ronnie Flex)",Netherlands
4,+1,Donnie - Hier Mag Alles (w/ Marco Schuitmaker),78,3,(x4),"173,145","+29,655","1,028,157","+2,664","8,806,309",Donnie,Hier Mag Alles (w/ Marco Schuitmaker),Netherlands
5,-1,Teddy Swims - Lose Control,173,3,(x16),"147,947",-135,"1,028,920","-19,644","18,858,651",Teddy Swims,Lose Control,Netherlands
6,+8,Benson Boone - Beautiful Things,22,5,,"139,379","+24,425","841,327","+26,797","1,951,836",Benson Boone,Beautiful Things,Netherlands
7,NEW,"Glades - Werkpaarden (w/ Lijpe, Boef, 3robi)",1,7,,"137,599",,"137,599","+137,599","137,599",Glades,"Werkpaarden (w/ Lijpe, Boef, 3robi)",Netherlands
8,-2,Tate McRae - greedy,148,1,(x11),"137,118","-5,323","968,178","-21,953","24,397,837",Tate McRae,greedy,Netherlands
9,+3,Roxy Dekker - Satisfyer,92,3,(x4),"133,599","+18,156","820,238","-3,262","11,800,447",Roxy Dekker,Satisfyer,Netherlands
10,-3,Sophie Ellis-Bextor - Murder On The Dancefloor,38,5,,"133,285","+6,082","908,708","-16,929","4,036,641",Sophie Ellis,Bextor - Murder On The Dancefloor,Netherlands
11,-2,Ofenbach - Overdrive (w/ Norma Jean Martine),115,7,,"129,974","+10,237","843,204","-7,408","10,539,886",Ofenbach,Overdrive (w/ Norma Jean Martine),Netherlands
12,-4,YG Marley - Praise Jah In The Moonlight,30,8,,"129,738","+3,998","819,714","+25,884","2,089,777",YG Marley,Praise Jah In The Moonlight,Netherlands
13,-2,FLEMMING - Champions League (w/ Boef),93,7,,"128,347","+11,723","847,849","-14,754","9,505,158",FLEMMING,Champions League (w/ Boef),Netherlands
14,-1,Dua Lipa - Houdini,92,10,,"123,194","+8,014","820,800","-8,615","9,244,433",Dua Lipa,Houdini,Netherlands
15,-5,Hannah Mae - Waterdicht,43,10,,"122,349","+4,156","809,965","-1,489","3,302,780",Hannah Mae,Waterdicht,Netherlands
16,+1,David Guetta - When We Were Young (The Logical Song) (w/ Kim Petras),90,11,,"116,910","+8,447","780,195","-13,469","7,452,978",David Guetta,When We Were Young (The Logical Song) (w/ Kim Petras),Netherlands
17,-1,"Dimitri Vegas & Like Mike - Thank You (Not So Bad) (w/ Tiësto, Dido, W&W, Dimitri Vegas, Like Mike)",60,15,,"116,657","+6,831","761,242","-6,710","4,575,436",Dimitri Vegas & Like Mike,"Thank You (Not So Bad) (w/ Tiësto, Dido, W&W, Dimitri Vegas, Like Mike)",Netherlands
18,-3,"Ariana Grande - yes, and?",29,1,(x1),"112,446",+775,"796,625","-24,462","4,099,393",Ariana Grande,"yes, and?",Netherlands
19,-1,Son Mieux - Tonight,118,11,,"111,873","+7,895","749,163","-11,250","9,419,307",Son Mieux,Tonight,Netherlands
20,+3,Kygo - Whatever (w/ Ava Max),22,20,,"105,271","+12,431","644,586","+5,040","1,708,401",Kygo,Whatever (w/ Ava Max),Netherlands
